2620523.9969563913,3723497.755079311,2794365.5011141426,3307306.515912225,2555091.153274684,3399546.6122824573,2950247.096167517,3394608.249019809,2716070.2449812084,3794119.3164263135
3723497.755079311,3950743.730533452,3699561.62130835,4038897.9135704366,3450370.7279017577,4210890.204939498,3685127.380842994,4229598.857503526,3488865.390335175,4134638.2667362015
2794365.5011141426,3699561.62130835,2447714.2070402303,2939238.1585064977,2423655.4462391995,2967072.073477327,2685760.391555462,3199838.6887752973,2813408.953898062,3634432.0416124025
3307306.515912225,4038897.9135704366,2939238.1585064977,3116509.586474991,2889604.4642710146,3262721.9417043873,3028784.109367816,3546530.064073843,3202746.082516994,3897659.8169863783
2555091.153274684,3450370.7279017577,2423655.4462391995,2889604.4642710146,2180396.4491921165,2954897.5195977045,2553838.264361091,3041174.504422399,2543477.5093612084,3441218.6974042268
3399546.6122824573,4210890.204939498,2967072.073477327,3262721.9417043873,2954897.5195977045,3231131.385665793,3100517.9455778664,3610875.360667591,3386947.1825669026,4075663.289447807
2950247.096167517,3685127.380842994,2685760.391555462,3028784.109367816,2553838.264361091,3100517.9455778664,2630246.7424569563,3341314.419694213,2873764.8521029,3648140.945831213
3394608.249019809,4229598.857503526,3199838.6887752973,3546530.064073843,3041174.504422399,3610875.360667591,3341314.419694213,3441120.337212119,3386197.0237694294,4139673.576912068
2716070.2449812084,3488865.390335175,2813408.953898062,3202746.082516994,2543477.5093612084,3386947.1825669026,2873764.8521029,3386197.0237694294,2440640.530540851,3541716.981668694
3794119.3164263135,4134638.2667362015,3634432.0416124025,3897659.8169863783,3441218.6974042268,4075663.289447807,3648140.945831213,4139673.576912068,3541716.981668694,4021099.3338594106
