0.0,2834628.005571749,2576103.163779278,3631064.6397656673,4617184.2111755,3862095.5113194166,5981349.321063138,2767717.7890070835,894047.9791357223,2099876.0723363063
2834628.005571749,0.0,785415.5768433613,1056064.0749891386,1306635.0121575831,1478849.1745919997,1418938.3780185557,903994.165812,1699025.0404913607,902491.9650206112
2576103.163779278,785415.5768433613,0.0,267611.18973516667,361501.9656022778,492057.6714073056,834934.5224665834,174955.0682351389,2426476.073150055,2006967.2999434727
3631064.6397656673,1056064.0749891386,267611.18973516667,0.0,220704.25633955555,169893.72798797223,458995.3685597499,355665.2126483611,3426995.1285674446,2810544.4705951386
4617184.2111755,1306635.0121575831,361501.9656022778,220704.25633955555,0.0,381549.7581646945,212070.3161496389,468330.6940593611,4266792.828517666,3351612.059922973
3862095.5113194166,1478849.1745919997,492057.6714073056,169893.72798797223,381549.7581646945,0.0,686546.5583883334,711782.5974769443,3600854.7205597498,3535316.641364889
5981349.321063138,1418938.3780185557,834934.5224665834,458995.3685597499,212070.3161496389,686546.5583883334,0.0,900039.3191137222,5058899.664336917,3660490.666369777
2767717.7890070835,903994.165812,174955.0682351389,355665.2126483611,468330.6940593611,711782.5974769443,900039.3191137222,0.0,2756490.096775028,1815309.1830969998
894047.9791357223,1699025.0404913607,2426476.073150055,3426995.1285674446,4266792.828517666,3600854.7205597498,5058899.664336917,2756490.096775028,0.0,1138364.446358972
2099876.0723363063,902491.9650206112,2006967.2999434727,2810544.4705951386,3351612.059922973,3535316.641364889,3660490.666369777,1815309.1830969998,1138364.446358972,0.0
